Setpoint, C:;350

Time, sec;Temperature 1, C;Temperature 2, C;Relay 1;Relay 2
900;349.1;124.9;0;0
901;349.2;124.9;1;1
902;349.1;124.9;0;0
903;349;124.9;0;0
904;349.1;124.9;0;0
905;349.1;124.9;0;0
906;349.1;124.9;0;0
907;349.2;124.9;0;0
908;349.1;124.9;1;1
909;349.2;124.9;0;0
910;349.2;124.9;0;0
911;349.2;124.9;0;0
912;349.1;124.9;0;0
913;349.2;124.9;0;0
914;349.2;124.9;1;1
915;349.2;124.9;0;0
916;349.2;124.9;0;0
917;349.2;124.9;0;0
918;349.3;124.9;0;0
919;349.4;124.9;0;0
920;349.4;124.9;0;0
921;349.4;124.9;0;0
922;349.4;124.9;0;0
923;349.4;124.9;0;0
924;349.4;124.9;0;0
925;349.4;124.9;0;0
926;349.4;124.9;0;0
927;349.4;124.9;1;1
928;349.4;124.9;0;0
929;349.4;124.9;0;0
930;349.4;124.9;0;0
931;349.4;124.9;0;0
932;349.4;124.9;0;0
933;349.4;124.9;0;0
934;349.4;124.9;0;0
935;349.4;124.9;0;0
936;349.4;124.9;0;0
937;349.4;124.9;0;0
938;349.4;124.9;0;0
939;349.4;124.9;1;1
940;349.4;124.9;0;0
941;349.4;124.9;0;0
942;349.4;124.9;0;0
943;349.3;124.9;0;0
944;349.4;124.9;0;0
945;349.4;124.9;1;1
946;349.4;124.9;0;0
947;349.4;124.9;0;0
948;349.4;124.9;0;0
949;349.4;124.9;0;0
950;349.4;124.9;0;0
951;349.4;124.9;0;0
952;349.5;124.9;1;1
953;349.5;124.9;0;0
954;349.5;124.9;0;0
955;349.5;124.9;0;0
956;349.5;124.9;0;0
957;349.5;124.9;0;0
958;349.5;124.9;1;1
959;349.5;124.9;0;0
960;349.6;124.9;0;0
961;349.6;124.9;0;0
962;349.6;124.9;0;0
963;349.6;124.9;0;0
964;349.6;124.9;0;0
965;349.6;124.9;0;0
966;349.7;124.9;0;0
967;349.6;124.9;0;0
968;349.6;124.9;0;0
969;349.6;124.9;0;0
970;349.7;124.9;0;0
971;349.8;124.9;1;1
972;349.7;124.9;0;0
973;349.7;124.9;0;0
974;349.8;124.9;0;0
975;349.7;124.9;0;0
976;349.7;124.9;0;0
977;349.8;124.9;0;0
978;349.8;124.9;0;0
979;349.8;124.9;0;0
980;349.7;124.9;0;0
981;349.8;124.9;0;0
982;349.8;124.9;0;0
983;349.8;124.9;0;0
984;349.8;124.9;0;0
985;349.7;124.9;0;0
986;349.8;124.9;0;0
987;349.7;124.9;0;0
988;349.7;124.9;0;0
989;349.7;124.9;0;0
990;349.7;124.9;1;1
991;349.7;124.9;0;0
992;349.7;124.9;0;0
993;349.6;124.9;0;0
994;349.6;124.9;0;0
